[40, 22, 22, 22, 22, 22, 22, 22, 143, 143, 143, 143, 143, 143, 143, 143, 1.0000, 12.2629, 12.2629, 12.2629, 12.2629, 12.2629, 12.2629, 12.2629]
[41, 23, 23, 23, 23, 23, 23, 23, 171, 171, 171, 171, 171, 171, 171, 171, 1.0000, 60.1879, 60.1879, 60.1879, 60.1879, 60.1879, 60.1879, 60.1879]
[42, 23, 23, 23, 23, 23, 23, 23, 292, 292, 292, 292, 292, 292, 292, 292, 1.0000, 176.0408, 176.0408, 176.0408, 176.0408, 176.0408, 176.0408, 176.0408]
[43, 9, 9, 9, 9, 9, 9, 9, 124, 124, 124, 124, 124, 124, 124, 124, 1.0000, 5.2031, 5.2031, 5.2031, 5.2031, 5.2031, 5.2031, 5.2031]
[44, 23, 23, 23, 23, 23, 23, 23, 187, 187, 187, 187, 187, 187, 187, 187, 1.0000, 335.2413, 335.2413, 335.2413, 335.2413, 335.2413, 335.2413, 335.2413]
[45, 24, 24, 24, 24, 24, 24, 24, 87, 87, 87, 87, 87, 87, 87, 87, 1.0000, 68.2488, 68.2488, 68.2488, 68.2488, 68.2488, 68.2488, 68.2488]
[46, 22, 22, 22, 22, 22, 22, 22, 208, 208, 208, 208, 208, 208, 208, 208, 1.0000, 5.2875, 5.2875, 5.2875, 5.2875, 5.2875, 5.2875, 5.2875]
[47, 23, 23, 23, 23, 23, 23, 23, 87, 87, 87, 87, 87, 87, 87, 87, 1.0000, 215.9178, 215.9178, 215.9178, 215.9178, 215.9178, 215.9178, 215.9178]
[48, 23, 23, 23, 23, 23, 23, 23, 75, 75, 75, 75, 75, 75, 75, 75, 1.0000, 56.7671, 56.7671, 56.7671, 56.7671, 56.7671, 56.7671, 56.7671]
[49, 24, 24, 24, 24, 24, 24, 24, 16, 16, 16, 16, 16, 16, 16, 16, 1.0000, 75.3759, 75.3759, 75.3759, 75.3759, 75.3759, 75.3759, 75.3759]
[50, 24, 24, 24, 24, 24, 24, 24, 65, 65, 65, 65, 65, 65, 65, 65, 1.0000, 44.6865, 44.6865, 44.6865, 44.6865, 44.6865, 44.6865, 44.6865]
[51, 22, 22, 22, 22, 22, 22, 22, 218, 218, 218, 218, 218, 218, 218, 218, 1.0000, 11.6478, 11.6478, 11.6478, 11.6478, 11.6478, 11.6478, 11.6478]
[52, 22, 22, 22, 22, 22, 22, 22, 183, 183, 183, 183, 183, 183, 183, 183, 1.0000, 55.4697, 55.4697, 55.4697, 55.4697, 55.4697, 55.4697, 55.4697]
[53, 23, 23, 23, 23, 23, 23, 23, 167, 167, 167, 167, 167, 167, 167, 167, 1.0000, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138, 11.2138]
[54, 12, 12, 12, 12, 12, 12, 12, 6, 6, 6, 6, 6, 6, 6, 6, 1.0000, 8.1266, 8.1266, 8.1266, 8.1266, 8.1266, 8.1266, 8.1266]
[55, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 1.0000, 307.8282, 307.8282, 307.8282, 307.8282, 307.8282, 307.8282, 307.8282]
[56, 20, 20, 20, 20, 20, 20, 20, 35, 35, 35, 35, 35, 35, 35, 35, 1.0000, 19.5823, 19.5823, 19.5823, 19.5823, 19.5823, 19.5823, 19.5823]
[57, 9, 9, 9, 9, 9, 9, 9, 123, 123, 123, 123, 123, 123, 123, 123, 1.0000, 0.6739, 0.6739, 0.6739, 0.6739, 0.6739, 0.6739, 0.6739]
[58, 27, 27, 27, 27, 27, 27, 27, 6, 6, 6, 6, 6, 6, 6, 6, 1.0000, 32.0536, 32.0536, 32.0536, 32.0536, 32.0536, 32.0536, 32.0536]
[59, 27, 27, 27, 27, 27, 27, 27, 55, 55, 55, 55, 55, 55, 55, 55, 1.0000, 86.4115, 86.4115, 86.4115, 86.4115, 86.4115, 86.4115, 86.4115]
[60, 9, 9, 9, 9, 9, 9, 9, 32, 32, 32, 32, 32, 32, 32, 32, 1.0000, 6.1135, 6.1135, 6.1135, 6.1135, 6.1135, 6.1135, 6.1135]
[61, 24, 24, 24, 24, 24, 24, 24, 119, 119, 119, 119, 119, 119, 119, 119, 1.0000, 27.0923, 27.0923, 27.0923, 27.0923, 27.0923, 27.0923, 27.0923]
[62, 22, 22, 22, 22, 22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1.0000, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581]
[63, 5, 5, 5, 5, 5, 5, 5, 186, 186, 186, 186, 186, 186, 186, 186, 1.0000, 7.5893, 7.5893, 7.5893, 7.5893, 7.5893, 7.5893, 7.5893]
[64, 20, 20, 20, 20, 20, 20, 20, 426, 426, 426, 426, 426, 426, 426, 426, 1.0000, 5.4362, 5.4362, 5.4362, 5.4362, 5.4362, 5.4362, 5.4362]
[65, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 1.0000, 15.2304, 15.2304, 15.2304, 15.2304, 15.2304, 15.2304, 15.2304]
[66, 22, 22, 22, 22, 22, 22, 22, 113, 113, 113, 113, 113, 113, 113, 113, 1.0000, 17.2518, 17.2518, 17.2518, 17.2518, 17.2518, 17.2518, 17.2518]
[67, 22, 22, 22, 22, 22, 22, 22, 170, 170, 170, 170, 170, 170, 170, 170, 1.0000, 14.2325, 14.2325, 14.2325, 14.2325, 14.2325, 14.2325, 14.2325]
[68, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 1.0000, 4.7996, 4.7996, 4.7996, 4.7996, 4.7996, 4.7996, 4.7996]
[69, 35, 35, 35, 35, 35, 35, 35, 401, 401, 401, 401, 401, 401, 401, 401, 1.0000, -0.2546, -0.2546, -0.2546, -0.2546, -0.2546, -0.2546, -0.2546]
[70, 24, 24, 24, 24, 24, 24, 24, 380, 380, 380, 380, 380, 380, 380, 380, 1.0000, 23.0323, 23.0323, 23.0323, 23.0323, 23.0323, 23.0323, 23.0323]
[71, 24, 24, 24, 24, 24, 24, 24, 6, 6, 6, 6, 6, 6, 6, 6, 1.0000, 145.1296, 145.1296, 145.1296, 145.1296, 145.1296, 145.1296, 145.1296]
[72, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 1.0000, 42.7513, 42.7513, 42.7513, 42.7513, 42.7513, 42.7513, 42.7513]
[73, 24, 24, 24, 24, 24, 24, 24, 19, 19, 19, 19, 19, 19, 19, 19, 1.0000, 8.0748, 8.0748, 8.0748, 8.0748, 8.0748, 8.0748, 8.0748]
[74, 23, 23, 23, 23, 23, 23, 23, 173, 173, 173, 173, 173, 173, 173, 173, 1.0000, 72.9107, 72.9107, 72.9107, 72.9107, 72.9107, 72.9107, 72.9107]
[75, 34, 34, 34, 34, 34, 34, 34, 208, 208, 208, 208, 208, 208, 208, 208, 1.0000, 10.8040, 10.8040, 10.8040, 10.8040, 10.8040, 10.8040, 10.8040]
[76, 25, 25, 25, 25, 25, 25, 25, 162, 162, 162, 162, 162, 162, 162, 162, 1.0000, 45.1941, 45.1941, 45.1941, 45.1941, 45.1941, 45.1941, 45.1941]
[77, 23, 23, 23, 23, 23, 23, 23, 223, 223, 223, 223, 223, 223, 223, 223, 1.0000, 28.9282, 28.9282, 28.9282, 28.9282, 28.9282, 28.9282, 28.9282]
[78, 24, 24, 24, 24, 24, 24, 24, 220, 220, 220, 220, 220, 220, 220, 220, 1.0000, 65.8532, 65.8532, 65.8532, 65.8532, 65.8532, 65.8532, 65.8532]
[79, 25, 25, 25, 25, 25, 25, 25, 342, 342, 342, 342, 342, 342, 342, 342, 1.0000, 14.9921, 14.9921, 14.9921, 14.9921, 14.9921, 14.9921, 14.9921]
[80, 22, 22, 22, 22, 22, 22, 22, 6, 6, 6, 6, 6, 6, 6, 6, 1.0000, 99.4344, 99.4344, 99.4344, 99.4344, 99.4344, 99.4344, 99.4344]
[81, 25, 25, 25, 25, 25, 25, 25, 212, 212, 212, 212, 212, 212, 212, 212, 1.0000, 13.0891, 13.0891, 13.0891, 13.0891, 13.0891, 13.0891, 13.0891]
[82, 25, 25, 25, 25, 25, 25, 25, 402, 402, 402, 402, 402, 402, 402, 402, 1.0000, 19.1475, 19.1475, 19.1475, 19.1475, 19.1475, 19.1475, 19.1475]
[83, 25, 25, 25, 25, 25, 25, 25, 564, 564, 564, 564, 564, 564, 564, 564, 1.0000, 43.4638, 43.4638, 43.4638, 43.4638, 43.4638, 43.4638, 43.4638]
[84, 24, 24, 24, 24, 24, 24, 24, 20, 20, 20, 20, 20, 20, 20, 20, 1.0000, 550.5153, 550.5153, 550.5153, 550.5153, 550.5153, 550.5153, 550.5153]
[85, 24, 24, 24, 24, 24, 24, 24, 56, 56, 56, 56, 56, 56, 56, 56, 1.0000, 20.1896, 20.1896, 20.1896, 20.1896, 20.1896, 20.1896, 20.1896]
[86, 22, 22, 22, 22, 22, 22, 22, 140, 140, 140, 140, 140, 140, 140, 140, 1.0000, 42.1051, 42.1051, 42.1051, 42.1051, 42.1051, 42.1051, 42.1051]
[87, 22, 22, 22, 22, 22, 22, 22, 75, 75, 75, 75, 75, 75, 75, 75, 1.0000, 33.4744, 33.4744, 33.4744, 33.4744, 33.4744, 33.4744, 33.4744]
[88, 23, 23, 23, 23, 23, 23, 23, 590, 590, 590, 590, 590, 590, 590, 590, 1.0000, 15.0372, 15.0372, 15.0372, 15.0372, 15.0372, 15.0372, 15.0372]
[89, 10, 10, 10, 10, 10, 10, 10, 209, 209, 209, 209, 209, 209, 209, 209, 1.0000, 98.7252, 98.7252, 98.7252, 98.7252, 98.7252, 98.7252, 98.7252]
[90, 24, 24, 24, 24, 24, 24, 24, 169, 169, 169, 169, 169, 169, 169, 169, 1.0000, 89.1268, 89.1268, 89.1268, 89.1268, 89.1268, 89.1268, 89.1268]
[91, 30, 30, 30, 30, 30, 30, 30, 187, 187, 187, 187, 187, 187, 187, 187, 1.0000, 80.9328, 80.9328, 80.9328, 80.9328, 80.9328, 80.9328, 80.9328]
[92, 25, 25, 25, 25, 25, 25, 25, 446, 446, 446, 446, 446, 446, 446, 446, 1.0000, 36.0885, 36.0885, 36.0885, 36.0885, 36.0885, 36.0885, 36.0885]
[93, 25, 25, 25, 25, 25, 25, 25, 74, 74, 74, 74, 74, 74, 74, 74, 1.0000, 224.2063, 224.2063, 224.2063, 224.2063, 224.2063, 224.2063, 224.2063]
[94, 29, 29, 29, 29, 29, 29, 29, 132, 132, 132, 132, 132, 132, 132, 132, 1.0000, 49.2787, 49.2787, 49.2787, 49.2787, 49.2787, 49.2787, 49.2787]
[95, 13, 13, 13, 13, 13, 13, 13, 211, 211, 211, 211, 211, 211, 211, 211, 1.0000, 2.5018, 2.5018, 2.5018, 2.5018, 2.5018, 2.5018, 2.5018]
[96, 24, 24, 24, 24, 24, 24, 24, 70, 70, 70, 70, 70, 70, 70, 70, 1.0000, 138.4708, 138.4708, 138.4708, 138.4708, 138.4708, 138.4708, 138.4708]
[97, 25, 25, 25, 25, 25, 25, 25, 220, 220, 220, 220, 220, 220, 220, 220, 1.0000, 68.5116, 68.5116, 68.5116, 68.5116, 68.5116, 68.5116, 68.5116]
[98, 10, 10, 10, 10, 10, 10, 10, 394, 394, 394, 394, 394, 394, 394, 394, 1.0000, 7.5415, 7.5415, 7.5415, 7.5415, 7.5415, 7.5415, 7.5415]
[99, 23, 23, 23, 23, 23, 23, 23, 156, 156, 156, 156, 156, 156, 156, 156, 1.0000, 55.3836, 55.3836, 55.3836, 55.3836, 55.3836, 55.3836, 55.3836]
[100, 31, 31, 31, 31, 31, 31, 31, 55, 55, 55, 55, 55, 55, 55, 55, 1.0000, 2.2446, 2.2446, 2.2446, 2.2446, 2.2446, 2.2446, 2.2446]
[101, 22, 22, 22, 22, 22, 22, 22, 426, 426, 426, 426, 426, 426, 426, 426, 1.0000, 6.4441, 6.4441, 6.4441, 6.4441, 6.4441, 6.4441, 6.4441]
[102, 22, 22, 22, 22, 22, 22, 22, 26, 26, 26, 26, 26, 26, 26, 26, 1.0000, 14.2582, 14.2582, 14.2582, 14.2582, 14.2582, 14.2582, 14.2582]
[103, 23, 23, 23, 23, 23, 23, 23, 123, 123, 123, 123, 123, 123, 123, 123, 1.0000, 195.7073, 195.7073, 195.7073, 195.7073, 195.7073, 195.7073, 195.7073]
[104, 24, 24, 24, 24, 24, 24, 24, 32, 32, 32, 32, 32, 32, 32, 32, 1.0000, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991, 43.5991]
[105, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 1.0000, 8.3453, 8.3453, 8.3453, 8.3453, 8.3453, 8.3453, 8.3453]
[106, 22, 22, 22, 22, 22, 22, 22, 77, 77, 77, 77, 77, 77, 77, 77, 1.0000, 10.0928, 10.0928, 10.0928, 10.0928, 10.0928, 10.0928, 10.0928]
[107, 21, 21, 21, 21, 21, 21, 21, 28, 28, 28, 28, 28, 28, 28, 28, 1.0000, 6.4594, 6.4594, 6.4594, 6.4594, 6.4594, 6.4594, 6.4594]
[108, 23, 23, 23, 23, 23, 23, 23, 127, 127, 127, 127, 127, 127, 127, 127, 1.0000, 85.1231, 85.1231, 85.1231, 85.1231, 85.1231, 85.1231, 85.1231]
[109, 23, 23, 23, 23, 23, 23, 23, 252, 252, 252, 252, 252, 252, 252, 252, 1.0000, 321.4089, 321.4089, 321.4089, 321.4089, 321.4089, 321.4089, 321.4089]
[110, 22, 22, 22, 22, 22, 22, 22, 615, 615, 615, 615, 615, 615, 615, 615, 1.0000, 2.8520, 2.8520, 2.8520, 2.8520, 2.8520, 2.8520, 2.8520]
[111, 22, 22, 22, 22, 22, 22, 22, 390, 390, 390, 390, 390, 390, 390, 390, 1.0000, 30.3791, 30.3791, 30.3791, 30.3791, 30.3791, 30.3791, 30.3791]
[112, 23, 23, 23, 23, 23, 23, 23, 70, 70, 70, 70, 70, 70, 70, 70, 1.0000, 165.3849, 165.3849, 165.3849, 165.3849, 165.3849, 165.3849, 165.3849]
[113, 10, 10, 10, 10, 10, 10, 10, 185, 185, 185, 185, 185, 185, 185, 185, 1.0000, 8.5839, 8.5839, 8.5839, 8.5839, 8.5839, 8.5839, 8.5839]
[114, 22, 22, 22, 22, 22, 22, 22, 419, 419, 419, 419, 419, 419, 419, 419, 1.0000, 3.5920, 3.5920, 3.5920, 3.5920, 3.5920, 3.5920, 3.5920]
[115, 24, 24, 24, 24, 24, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1.0000, 159.4085, 159.4085, 159.4085, 159.4085, 159.4085, 159.4085, 159.4085]
[116, 23, 23, 23, 23, 23, 23, 23, 111, 111, 111, 111, 111, 111, 111, 111, 1.0000, 49.1906, 49.1906, 49.1906, 49.1906, 49.1906, 49.1906, 49.1906]
[117, 14, 14, 14, 14, 14, 14, 14, 114, 114, 114, 114, 114, 114, 114, 114, 1.0000, 8.0972, 8.0972, 8.0972, 8.0972, 8.0972, 8.0972, 8.0972]
[118, 17, 17, 17, 17, 17, 17, 17, 235, 235, 235, 235, 235, 235, 235, 235, 1.0000, 0.8679, 0.8679, 0.8679, 0.8679, 0.8679, 0.8679, 0.8679]
[119, 11, 11, 11, 11, 11, 11, 11, 50, 50, 50, 50, 50, 50, 50, 50, 1.0000, 69.8655, 69.8655, 69.8655, 69.8655, 69.8655, 69.8655, 69.8655]
[120, 24, 24, 24, 24, 24, 24, 24, 410, 410, 410, 410, 410, 410, 410, 410, 1.0000, 25.2412, 25.2412, 25.2412, 25.2412, 25.2412, 25.2412, 25.2412]
[121, 22, 22, 22, 22, 22, 22, 22, 163, 163, 163, 163, 163, 163, 163, 163, 1.0000, 33.1782, 33.1782, 33.1782, 33.1782, 33.1782, 33.1782, 33.1782]
[122, 16, 16, 16, 16, 16, 16, 16, 423, 423, 423, 423, 423, 423, 423, 423, 1.0000, 55.1441, 55.1441, 55.1441, 55.1441, 55.1441, 55.1441, 55.1441]
[123, 30, 30, 30, 30, 30, 30, 30, 35, 35, 35, 35, 35, 35, 35, 35, 1.0000, 4.9718, 4.9718, 4.9718, 4.9718, 4.9718, 4.9718, 4.9718]
[124, 124, 124, 124, 124, 124, 124, 124, -1, -1, -1, -1, -1, -1, -1, -1, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000]
[125, 25, 25, 25, 25, 25, 25, 25, 16, 16, 16, 16, 16, 16, 16, 16, 1.0000, 25.2009, 25.2009, 25.2009, 25.2009, 25.2009, 25.2009, 25.2009]
[126, 23, 23, 23, 23, 23, 23, 23, 56, 56, 56, 56, 56, 56, 56, 56, 1.0000, 318.2104, 318.2104, 318.2104, 318.2104, 318.2104, 318.2104, 318.2104]
[127, 23, 23, 23, 23, 23, 23, 23, 496, 496, 496, 496, 496, 496, 496, 496, 1.0000, 239.0384, 239.0384, 239.0384, 239.0384, 239.0384, 239.0384, 239.0384]
[128, 23, 23, 23, 23, 23, 23, 23, 103, 103, 103, 103, 103, 103, 103, 103, 1.0000, 119.2735, 119.2735, 119.2735, 119.2735, 119.2735, 119.2735, 119.2735]
[129, 22, 22, 22, 22, 22, 22, 22, 16, 16, 16, 16, 16, 16, 16, 16, 1.0000, 6.3989, 6.3989, 6.3989, 6.3989, 6.3989, 6.3989, 6.3989]
[130, 17, 17, 17, 17, 17, 17, 17, 77, 77, 77, 77, 77, 77, 77, 77, 1.0000, 3.2469, 3.2469, 3.2469, 3.2469, 3.2469, 3.2469, 3.2469]
[131, 24, 24, 24, 24, 24, 24, 24, 81, 81, 81, 81, 81, 81, 81, 81, 1.0000, 135.5149, 135.5149, 135.5149, 135.5149, 135.5149, 135.5149, 135.5149]
[132, 24, 24, 24, 24, 24, 24, 24, 266, 266, 266, 266, 266, 266, 266, 266, 1.0000, 14.7398, 14.7398, 14.7398, 14.7398, 14.7398, 14.7398, 14.7398]
[133, 24, 24, 24, 24, 24, 24, 24, 241, 241, 241, 241, 241, 241, 241, 241, 1.0000, 148.1351, 148.1351, 148.1351, 148.1351, 148.1351, 148.1351, 148.1351]
[134, 24, 24, 24, 24, 24, 24, 24, 5, 5, 5, 5, 5, 5, 5, 5, 1.0000, 30.6526, 30.6526, 30.6526, 30.6526, 30.6526, 30.6526, 30.6526]
[135, 0, 0, 0, 0, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 14, 1.0000, 10.7312, 10.7312, 10.7312, 10.7312, 10.7312, 10.7312, 10.7312]
[136, 22, 22, 22, 22, 22, 22, 22, 215, 215, 215, 215, 215, 215, 215, 215, 1.0000, 12.7567, 12.7567, 12.7567, 12.7567, 12.7567, 12.7567, 12.7567]
[137, 28, 28, 28, 28, 28, 28, 28, 607, 607, 607, 607, 607, 607, 607, 607, 1.0000, 7.7952, 7.7952, 7.7952, 7.7952, 7.7952, 7.7952, 7.7952]
[138, 0, 0, 0, 0, 0, 0, 0, 507, 507, 507, 507, 507, 507, 507, 507, 1.0000, 0.5707, 0.5707, 0.5707, 0.5707, 0.5707, 0.5707, 0.5707]
[139, 23, 23, 23, 23, 23, 23, 23, 8, 8, 8, 8, 8, 8, 8, 8, 1.0000, 40.7871, 40.7871, 40.7871, 40.7871, 40.7871, 40.7871, 40.7871]
[140, 24, 24, 24, 24, 24, 24, 24, 94, 94, 94, 94, 94, 94, 94, 94, 1.0000, 226.7683, 226.7683, 226.7683, 226.7683, 226.7683, 226.7683, 226.7683]
[141, 23, 23, 23, 23, 23, 23, 23, 91, 91, 91, 91, 91, 91, 91, 91, 1.0000, 85.7308, 85.7308, 85.7308, 85.7308, 85.7308, 85.7308, 85.7308]
[142, 24, 24, 24, 24, 24, 24, 24, 71, 71, 71, 71, 71, 71, 71, 71, 1.0000, 54.2343, 54.2343, 54.2343, 54.2343, 54.2343, 54.2343, 54.2343]
[143, 30, 30, 30, 30, 30, 30, 30, 65, 65, 65, 65, 65, 65, 65, 65, 1.0000, 7.8879, 7.8879, 7.8879, 7.8879, 7.8879, 7.8879, 7.8879]
