6423	126	1813	1707
7144	54	8982	1268
2329	54	4900	2481
5383	54	7144	2220
8347	126	1892	2284
4705	11	3738	1377
10359	81	2290	1951
9491	80	7144	2707
5212	161	2524	36
9546	54	417	1480
10256	162	428	3844
6104	49	994	1304
7144	21	2985	861
7481	126	8943	289
9528	135	5212	872
7866	32	5113	2569
8943	135	5345	1042
9073	162	4641	408
10230	66	1233	2172
9716	195	3122	2909
7011	126	7014	3138
9152	192	2985	3293
6224	161	5059	94
7996	228	6646	467
6951	195	6297	873
6660	130	4705	1428
1677	59	7738	677
1417	195	417	3090
4164	54	5270	1385
144	150	8334	1018
6336	127	7805	685
9887	81	4897	3292
5558	161	7172	194
10111	81	3457	1760
4580	85	10338	2178
1892	223	9384	2998
4211	72	4560	1367
4786	161	5960	983
6660	65	4705	3300
5982	162	9716	1698
2679	80	2648	3982
10338	126	2985	804
8369	223	7144	3971
3676	135	4823	2648
3552	162	3251	3478
3714	208	1417	3589
8943	21	7481	2062
3251	135	8435	2848
4164	126	8943	59
6726	161	9818	3590
4560	161	8943	1733
5559	162	7738	3387
2781	228	3609	2968
245	19	4705	2095
3305	215	4031	997
8193	228	6386	2502
1235	116	9339	1388
3045	161	2659	3859
3360	161	8943	160
2624	162	37	628
7491	21	8363	1314
4164	72	7481	1469
1899	72	4900	2082
8943	126	7481	3935
7325	228	6368	3795
3387	162	1583	2057
5559	126	10184	1587
6302	72	307	2718
7144	135	2390	2593
3931	161	6336	944
728	161	8347	3894
2860	21	2556	2848
3512	126	4164	1087
4904	82	7952	1912
2312	161	6435	33
4748	80	9962	1914
6934	161	9488	1231
7144	135	7992	539
2659	72	3789	1706
9654	32	4164	1951
4164	126	5654	1262
10416	126	4164	1325
7996	228	6646	1759
9898	130	2659	3881
5725	161	1915	3848
8782	81	9827	2025
9153	195	7971	1574
3099	5	8033	1685
7474	162	1444	2330
7144	161	2390	2592
8590	186	417	2453
1417	192	1778	3657
5299	195	8081	2315
8029	126	3392	494
3738	170	4705	73
2679	80	4164	3083
126	162	4691	29
7481	126	8943	125
2570	165	4662	1217
4164	135	9153	1882
8674	80	2985	805
4174	80	4164	2294
2621	192	443	3789
4705	54	3676	1283
5703	80	7144	3621
9416	66	8975	1846
3851	162	3789	1967
2194	161	8758	159
4245	135	4660	3275
8975	168	7178	747
1417	195	6104	2806
2811	80	4164	2407
10388	54	2603	2326
3457	32	8334	3625
9885	126	2064	473
1892	162	3789	1447
4316	208	5725	3443
9590	161	4705	1577
9716	195	3676	1993
3457	135	959	2523
848	173	914	2347
1417	195	6104	3804
6210	85	5083	72
4862	161	7689	3805
4705	161	3676	918
4164	27	2661	959
7318	161	4823	2063
7996	228	247	1976
8651	162	10419	1076
9654	161	7481	2031
7481	45	8943	2201
7481	186	4164	3819
1983	161	4406	3372
1312	161	3112	2693
417	129	1417	2065
4705	228	3738	3873
7416	161	3931	308
7144	45	6837	3614
1892	162	2679	3760
3789	126	7354	2094
6838	162	2659	2495
5083	228	5644	1771
1879	195	7481	378
2159	80	2648	3171
9387	161	285	247
4164	135	7354	2943
7491	73	4164	487
2182	162	2679	3957
5083	228	5644	1646
1178	173	5644	579
8405	199	1444	1098
2390	114	5549	1423
6661	162	3171	1879
4874	161	4786	3671
7992	162	6398	1376
9996	162	5000	3810
4164	150	2290	3950
7051	161	6380	2830
3494	150	2985	1185
4164	161	7354	755
4281	161	9440	3104
2255	192	10325	3795
7887	161	8943	3631
6868	54	2390	2734
5083	195	5644	1206
4245	162	6336	3903
7354	80	4164	1618
7144	93	1228	3759
2781	228	8033	851
3457	228	8935	1879
5535	161	3080	1054
4897	21	6646	1290
6646	173	7996	3386
8943	72	7481	4000
8943	94	7144	2572
3152	126	8347	1247
2390	80	2648	1558
6606	80	4164	2797
1806	161	4792	1358
4740	173	9173	2201
5598	118	959	605
5083	126	6210	2173
873	161	2390	2956
1228	150	6666	3091
2648	94	7144	273
2648	135	5820	2508
7585	161	9320	1083
9254	161	3457	3240
10375	80	5338	3712
6336	114	7144	3436
7481	21	4164	2100
3457	59	6337	1767
7063	135	5654	2847
7445	162	2290	3028
5083	228	6210	373
8491	80	7144	621
3578	4	2411	2520
2064	173	1899	614
5643	161	326	2907
2742	195	6600	3790
1892	80	6863	2725
8943	135	1892	1784
1228	135	3343	747
6336	19	7481	1168
9173	168	3109	2250
1400	161	4573	1811
2390	161	7144	547
9232	72	6741	1013
4164	179	4660	974
1892	161	4164	3402
10338	80	7144	963
4164	73	3743	3306
8943	169	7481	212
4897	161	1110	499
876	195	5549	95
2679	161	4164	1546
7578	161	3676	1657
4406	54	6345	1152
7416	161	3931	3424
2473	192	10178	2424
4406	135	8874	1284
3176	98	5000	3782
4660	168	9838	3902
5083	161	959	1368
827	94	7144	906
8450	162	2506	1030
994	162	3005	3273
4164	81	7481	296
1417	32	3718	398
9590	161	4705	552
8335	135	9334	1523
8982	168	1055	3529
3895	228	876	2236
4288	80	4705	1671
10418	162	5614	712
4978	161	2422	2891
5115	162	2182	1686
5331	228	6386	310
4317	161	8943	2144
9185	161	1892	1418
2312	161	7144	619
2591	67	7481	913
5083	173	5644	815
2473	192	10178	2635
768	161	5738	1200
2603	228	3494	3839
9390	195	1417	3971
4164	135	10420	333
4875	161	7144	2256
5549	242	7144	800
2290	135	8366	1891
255	204	7401	718
3454	168	4031	3694
222	161	2139	3228
3789	162	1641	1754
10318	21	2390	1362
1892	126	4164	1662
5141	54	5328	264
1892	186	7144	1749
9996	126	6014	1571
6437	162	437	1174
245	59	3738	1925
2573	49	1201	588
1465	80	8782	3461
7732	161	1190	1166
1312	21	10078	3641
3099	161	1570	2039
3552	135	5129	811
7992	135	4599	319
1892	72	2679	3973
7144	27	4323	1996
2648	45	7481	172
3231	161	4164	1064
8943	162	3360	737
3714	168	1417	3638
2488	173	417	1131
3851	80	5536	108
5547	72	7144	2460
1444	161	4164	1176
4950	162	10078	3656
7292	161	3718	3650
3676	228	3981	2111
5331	228	6386	1677
510	54	2081	3789
7481	72	4164	1958
9406	146	4164	1734
7144	135	10412	1045
9669	161	4406	3436
9614	161	5083	747
2329	161	2329	592
1892	161	7144	3300
1677	54	1892	3414
1417	73	417	1536
1233	21	1731	1437
1417	32	417	3743
3625	11	1408	170
5083	195	5644	379
7144	81	1488	2755
7481	72	4823	464
2062	54	4164	21
1892	80	2290	1633
7585	54	5549	2071
10239	161	6950	471
7738	126	2899	1972
8488	161	8825	320
8284	161	2290	577
2433	72	3080	44
4164	135	3789	3746
4406	228	5517	2104
2390	80	6387	1786
2743	161	9300	1691
4778	197	928	3525
527	126	2899	3655
7292	126	1417	3574
4705	135	2679	2561
8943	45	4164	2813
9614	32	5644	2993
1228	204	1499	487
5220	2	7738	3448
4860	54	510	2439
7481	223	4164	636
4900	241	7144	1591
7144	173	2290	1586
1792	186	8193	2239
4386	161	2720	1110
5167	40	3235	781
7738	162	2312	520
8347	80	4164	2022
3099	228	8638	1263
7144	54	3343	2979
10311	195	2985	1481
7919	195	417	846
32	80	4164	324
7889	80	9532	3814
2570	72	3552	336
4164	126	7481	852
1900	161	4164	1016
2573	161	7996	1061
4841	135	5559	2235
3512	105	6014	1861
6032	81	8029	2492
2411	130	3578	3296
9384	161	4164	482
8334	228	7401	125
7514	80	4705	938
6778	223	8334	2004
7738	80	1228	2063
2390	161	7144	3132
3007	32	4891	2855
1100	114	4662	1125
5559	80	4841	2022
8840	161	3454	3414
3682	90	1046	2357
5393	161	1814	3556
7051	161	8975	1241
2071	49	2504	3993
7491	54	4321	3083
4695	126	7481	2669
7354	126	7481	815
3931	225	876	121
876	126	6336	497
2434	80	7144	2812
2985	135	7546	2105
6490	9	4686	367
3343	135	8491	54
7144	162	6336	716
4686	162	5549	10
2573	161	7996	3105
4792	168	8935	1164
8405	195	4955	965
5535	161	3367	2413
4005	73	7144	2655
2899	45	4705	415
4316	192	1915	2596
2009	2	9530	2743
4705	81	4164	2740
8782	169	7144	2658
5083	140	5644	566
5220	161	4900	1586
5694	80	7144	3940
6104	161	417	1489
4560	161	8943	2109
2985	135	3552	1969
8943	45	7481	2268
5644	21	3619	2812
5083	228	4754	3408
3676	162	4406	220
7481	162	4164	208
3789	118	8943	1628
10250	204	7144	2931
3578	168	2411	3311
5129	72	9353	372
4660	135	4245	2705
7144	161	10434	3673
641	80	4841	3771
1228	80	5115	1259
1417	21	2914	3450
8458	126	2062	2149
4721	21	9339	3585
8943	135	4560	1102
2390	195	629	1530
4900	161	2329	3365
4573	195	1417	1454
7904	162	10418	140
5581	161	2290	1738
3676	45	4406	1537
2182	80	2062	1745
6392	21	8904	2950
7051	49	8455	1460
9416	228	8975	791
1892	126	1965	1481
8197	54	2570	897
10486	62	427	221
283	130	536	3929
8416	161	3332	2923
245	126	8943	1593
7774	161	417	1697
4164	161	7481	120
4560	72	1872	2809
5000	162	2679	3022
6406	224	2064	1750
2504	54	5340	3733
6336	158	4245	2687
6837	135	2822	3268
4540	161	7481	325
6336	135	5549	2146
6456	228	9232	3357
2349	80	4164	126
2689	73	1892	1250
4968	70	4127	713
1527	186	1731	1609
4705	228	3738	2444
2781	228	8033	1907
6336	72	8335	340
8368	161	6591	243
245	32	2082	690
4841	135	245	1789
7788	135	8104	1577
2290	54	7774	3811
2056	161	4406	1074
311	32	6337	838
6336	135	8335	673
85	81	1444	1917
9979	138	6336	2659
2868	161	4052	3041
7011	5	8678	3810
5644	54	1892	1375
6180	197	4406	3950
3738	249	4705	1483
6208	173	6905	1791
2781	162	3512	3837
2985	54	8121	477
3454	168	10168	3469
7591	223	5644	656
2876	192	1915	2638
417	70	1417	3131
285	80	3457	2655
7491	161	1892	3337
946	175	6367	655
4968	45	5654	1616
527	161	2899	1978
5745	195	7144	2047
9886	161	7292	3777
8975	161	9416	1805
7292	195	1417	3006
7481	21	4164	2907
3167	90	876	249
5644	126	5083	1372
5083	195	5644	1421
7354	126	7031	2483
6264	80	2290	3194
2541	161	5719	1969
1150	126	8943	318
6329	161	5549	487
9173	161	3352	3895
4860	162	4793	2781
1803	54	7481	23
4164	179	2026	2477
6372	161	5542	3717
2781	157	386	3021
6810	195	8537	495
2506	161	2661	761
9843	72	2504	3793
5083	228	5644	1733
8943	81	6837	761
7144	162	8982	1418
4164	223	4406	304
4809	32	10460	280
3851	105	2679	3186
3474	195	1361	3498
1892	126	9488	2657
8975	195	4122	1725
6336	162	1228	1420
2899	135	4705	335
10013	162	2988	401
1731	21	9265	3404
4164	45	7481	623
2306	126	7144	3345
4164	49	1892	2165
108	126	2062	2328
4900	162	124	3791
8975	85	9416	3482
7481	72	4164	1422
10338	162	7992	1400
8734	192	10325	3968
7774	195	1417	3742
4660	126	6336	3989
3232	54	5316	3768
7144	45	4705	3334
1892	162	3789	1754
9416	161	6380	1747
7354	161	4164	623
8436	161	928	2155
7354	223	3676	1749
4406	45	5654	1405
4705	168	3676	2308
2182	161	7144	2474
1417	32	417	3880
9387	80	4164	907
9339	161	7188	1335
8537	80	2062	1133
3718	73	1417	2924
2969	195	3738	2434
6345	162	9902	2610
1388	229	5549	2409
6660	227	245	1906
2411	98	1232	2219
4164	135	1892	1774
1892	162	6345	3752
1892	161	4841	3560
9365	161	3710	3100
8560	54	3343	2238
5400	54	4164	591
3530	126	4164	108
7292	161	6307	1641
8782	228	106	1570
10417	161	6306	925
5083	5	5644	1570
7160	126	1672	1352
9254	228	8936	1893
1803	126	6837	502
7774	45	4573	1882
6473	45	1081	3601
9111	161	4596	2525
9456	59	7531	380
8352	49	4245	1377
4164	126	7481	1494
5310	161	8943	1200
4860	162	6345	3854
8943	162	4164	621
9138	54	156	1277
9929	195	9416	1342
5549	54	6801	3698
216	192	3738	1819
3109	146	9996	957
1890	228	2064	250
7234	195	5083	1087
4164	135	8041	2563
5549	150	7144	3846
9669	161	4406	3160
1157	161	6817	2629
4732	161	6363	1270
2390	161	7144	1642
2390	161	7144	972
8458	54	2290	995
4164	228	5644	1654
1892	227	4900	2853
5083	5	6210	443
4823	161	4406	2510
8982	161	5258	4003
3718	54	6104	719
4700	161	1583	263
1892	80	2290	1530
2899	54	7481	3267
2411	130	3578	2232
9182	72	5549	1082
4705	81	3676	2449
10365	72	6345	1237
5331	228	2064	1245
1417	21	3718	13
7841	161	7904	3482
2329	129	8730	3916
5212	161	2028	2151
9590	195	3738	1294
457	54	4687	1975
7992	73	2648	1970
4823	45	4164	3397
4164	81	7481	2693
3167	192	7139	3852
9206	5	4031	1139
8943	81	4164	3550
4705	0	3738	1563
4122	173	8975	738
5994	161	6321	3028
7481	223	8943	3224
7481	54	4660	3525
4048	168	10460	3131
5960	195	4786	2272
3457	135	3360	255
1228	162	2290	2152
7481	162	7172	1500
7805	72	4660	1598
510	45	6387	1031
1120	54	7636	2103
959	192	5644	3972
8782	135	7738	1765
7481	135	1892	3401
8982	168	4966	880
8478	162	9971	1572
1899	162	4460	2565
4164	45	7144	3206
2290	45	4331	3385
7911	192	914	3852
7774	54	417	1206
1803	162	10334	1015
7011	81	4049	3272
2014	161	4164	2770
9173	228	9521	3440
3676	150	4695	2812
3376	161	7749	3346
2570	161	6754	107
7919	161	3714	3824
4164	223	6336	822
5083	168	6210	326
4164	161	7481	2404
9383	161	2182	1358
7919	162	3718	3873
7336	161	3931	1168
8288	161	6681	3614
4925	195	6130	97
10226	126	7354	1036
9327	223	7401	2693
5083	224	5644	92
7481	126	4164	2153
6522	161	3360	686
8193	4	10382	483
7144	45	7481	1563
873	161	4841	2252
7738	162	1281	2149
2573	161	7996	680
1731	161	1365	1575
5614	80	6336	952
10365	161	6387	1398
2603	161	9442	2107
4164	132	7144	1230
3828	43	2462	2204
1872	49	7354	2440
4705	45	2899	1207
7992	54	7144	3449
5644	90	5083	58
4900	81	7738	3470
1417	195	417	1318
9435	161	4406	1417
9979	67	4245	2428
1965	54	5820	3370
7354	161	4164	1606
7336	161	6336	2618
9735	195	8029	384
1237	161	2659	1263
7992	126	4164	1639
6014	135	2305	2741
10338	80	2985	1296
7992	162	1892	1554
4660	80	4164	2516
9702	161	8311	874
5310	161	5742	1879
7144	170	5549	483
7401	21	3329	3880
2290	126	4164	3175
7144	45	8337	2663
9149	168	5590	498
5083	161	8086	2536
1892	126	5000	3761
4164	135	2031	2504
2390	73	2899	252
4164	195	7144	418
5050	161	8615	1292
1774	195	3695	3049
4560	126	1892	1625
2390	173	821	2111
2290	135	7144	3449
2390	162	7992	1536
6336	225	4164	2585
7481	54	4406	1805
4560	150	7354	1973
3851	162	821	1088
1795	72	2253	315
5059	161	6336	2112
1147	161	6014	2824
1892	195	7738	2455
5742	49	2028	1106
2781	135	3152	3265
1064	161	417	1999
7481	135	10226	3726
7401	114	9753	2125
5888	161	6754	521
2290	80	4164	1230
7919	54	1048	2283
417	121	1417	3187
6646	224	7996	1985
4978	126	9488	1159
5220	49	3789	1447
4863	118	5644	3585
4497	173	5590	1021
3738	126	5719	1920
4245	72	5000	3597
8943	161	7887	3081
1228	161	5627	1673
7236	162	7144	849
10226	80	6837	2109
4406	45	4695	615
4677	126	2899	1671
4164	162	2648	1201
4792	146	3457	808
8649	54	2625	1262
1181	161	2591	3009
7765	150	9281	1110
9869	135	7481	3471
9488	135	3457	753
444	72	9456	3015
5178	80	4705	3792
5549	216	6336	1216
9488	2	6387	908
7481	32	4164	424
5994	21	510	3671
3176	195	1826	3453
4560	80	8943	2778
3738	126	4705	1676
1892	161	7144	1613
8405	162	2244	240
7354	161	4164	2324
4164	135	5985	2364
291	21	7401	600
2034	161	1449	1223
468	161	2062	3455
6336	81	8335	2047
3600	197	1417	998
5570	94	2401	3342
3033	21	2366	693
6336	9	2341	216
5083	228	6210	1430
708	161	5345	2295
6130	126	4922	828
4010	162	9149	3644
791	208	2064	1784
5220	162	1892	1593
7481	45	2781	1942
4602	162	10197	677
1892	162	4900	1584
8943	126	2648	881
4900	161	7144	1606
1259	161	5654	702
4505	54	2742	3708
7809	241	2659	1407
7636	54	2607	3626
8633	195	9898	3721
872	161	4596	3419
7919	161	417	3871
7144	195	1228	3190
2349	113	4164	138
37	126	8943	647
4695	150	4705	901
4316	173	5101	3743
3789	197	1780	2541
7144	162	2078	1150
1711	4	10460	3090
2306	80	7144	3346
8128	192	4705	753
4245	21	6336	2705
510	80	8309	1501
3676	169	4705	2234
7481	126	4164	3462
10043	161	5212	2291
10476	162	9021	2362
3931	173	2558	3767
8952	126	1879	290
5345	80	7992	2540
1943	81	7031	1658
5119	173	9843	1694
5050	161	7958	1193
2524	150	4164	2236
7292	228	1417	475
3799	195	2590	568
3892	126	2570	1125
3738	173	216	895
538	162	3343	1475
3457	135	2301	3551
5083	228	5644	1563
2504	162	7879	3749
4052	195	5095	786
7822	162	1715	3796
5331	80	2985	337
7354	105	1899	620
5083	5	959	144
728	161	2570	3380
7481	135	2182	1967
2159	161	7144	1367
4164	54	6336	3666
1899	162	2570	688
8943	135	5559	3429
5654	150	2781	609
7322	80	4164	1617
4406	162	4695	1174
2474	129	2899	3010
5716	162	1899	334
4705	162	4406	1529
2249	90	2329	3855
6664	5	8748	3931
4406	54	4164	3751
3966	126	3343	872
8975	168	481	1272
3152	126	4164	1047
1343	126	5793	1431
9614	161	5083	718
8353	54	10365	1432
2899	54	4705	2935
7382	114	8952	927
9912	129	2329	898
6504	227	2899	3662
1711	228	10460	722
7289	173	417	3628
258	162	994	3015
8347	162	1892	2726
6377	161	4660	3273
5328	161	8218	1145
2679	80	4164	2648
4164	114	7481	3316
1813	81	7354	340
3176	162	2489	3608
641	195	3367	3323
2899	228	2474	920
8943	81	4164	1718
9530	161	5319	376
7354	162	2032	2044
4978	223	2527	3470
8982	168	6203	885
8435	161	4164	891
2329	161	4786	578
1892	80	9488	4008
8749	45	327	821
1615	168	3635	2569
2962	80	6014	453
5083	173	6210	2847
2679	227	7481	3939
5083	189	5644	2158
9885	54	7358	1992
8347	126	7031	2495
7481	72	4164	632
2290	173	4900	1602
4307	21	245	2039
2860	173	255	1022
3605	225	1417	3600
2470	228	9300	331
5000	54	2592	2936
6660	130	4705	1342
4164	21	7481	3892
1892	80	2985	1407
5830	126	6336	1712
7144	161	2390	257
5742	66	8943	3190
1849	161	6372	2096
5083	228	5644	1633
1892	126	2290	1588
5299	228	1708	1692
4705	135	6301	7
9797	80	2720	2565
6068	162	527	160
10359	161	2290	2117
8943	223	7481	2102
7172	80	7481	578
4900	162	1892	2656
8883	162	538	1139
9181	161	417	3649
8782	21	7144	2477
5083	228	5644	1192
2648	45	8782	2220
4560	195	2648	1593
3281	204	661	3365
2840	126	6729	1595
1868	192	3454	3685
2290	72	9384	3020
3714	168	1417	3639
8471	126	8943	1364
3626	32	2290	3806
2290	135	9532	880
2290	135	7784	3805
271	168	4918	1887
7354	161	4164	164
1892	162	8943	1628
7354	32	4164	1974
37	162	2889	654
8488	66	2899	1784
4164	81	8943	774
4705	168	3738	2646
6726	168	9265	3845
10412	161	8311	957
4164	81	8943	2133
3099	66	8033	2514
4406	150	4695	704
3915	59	8347	3966
8553	161	2541	2582
1813	161	6905	1565
5825	126	2781	1540
7481	126	4705	1564
3686	195	1417	1462
3951	32	2064	1125
3789	162	4164	3004
7332	161	7481	986
9744	161	7144	1559
3457	81	8943	950
2301	161	4164	3881
5000	21	10029	2720
2062	135	6119	402
3738	195	4705	465
9420	173	6835	3391
1417	223	417	2791
8423	192	5958	3624
7989	150	1237	550
4695	81	3676	1045
7289	114	1417	3862
6435	54	8440	2223
2415	98	2290	3974
7809	161	9232	3275
2270	195	5730	3141
9281	162	9432	2075
7292	223	1417	3275
3676	45	4406	1124
6336	81	4164	1783
7011	126	9971	3257
5083	129	959	2088
4660	150	6014	2148
1892	72	4900	1708
7144	150	4164	2809
8479	223	1704	371
1104	54	4573	1403
6181	162	6566	3156
10105	126	7144	3289
510	80	5994	2250
6387	66	7690	1023
4700	126	6014	2279
245	161	10086	1665
9416	15	7302	1661
1892	29	4841	3539
1892	162	285	1654
1605	32	1417	1756
4164	162	7481	156
6014	135	7354	541
6645	161	6837	1973
10049	228	8029	2613
2969	161	6097	2537
2577	161	5383	1944
9744	161	7144	2208
6336	228	6196	3566
2390	80	7144	1612
6406	32	2064	1067
10365	161	6387	876
5549	195	7144	782
8436	161	728	1219
2659	21	7236	1185
6104	228	1417	3465
7354	161	4164	1900
3343	72	3360	117
7141	21	1312	3422
4164	135	1892	1717
6104	161	417	2622
1190	126	7732	814
1892	80	8943	3408
1899	72	7354	619
2985	114	9792	3573
5364	161	7474	3745
2290	161	7144	413
4740	161	944	2144
5083	195	5644	3936
5400	186	8438	2909
8381	54	4164	1995
6345	150	4978	3192
5372	54	8347	318
7992	80	7481	1250
1591	161	6744	544
876	195	3931	3048
5083	118	5644	2873
9167	192	2985	1179
2876	192	1915	515
1417	21	3605	2491
3930	162	6645	2152
2182	162	7738	3362
6215	168	7544	3892
9820	192	3723	842
8344	161	9416	737
9912	192	5414	1024
8086	161	5083	953
5083	225	5644	1362
8982	129	972	2042
6336	81	7805	437
6336	150	4660	3719
1417	118	7774	1934
2524	80	4782	2287
7805	45	9093	2222
5551	168	1516	1989
2290	126	8347	646
8975	168	8748	3751
8878	129	3738	2749
8347	72	1312	3813
9623	168	9813	3836
5220	126	4950	2773
7491	161	4120	3580
3931	168	876	2630
7738	126	3101	279
1679	162	307	1531
4164	81	4705	185
8447	161	10418	457
4841	195	4164	3814
8347	195	10078	2728
6456	4	7954	2126
4406	32	4164	2888
389	224	5316	2247
3445	161	565	2657
5549	32	7144	809
9203	126	6726	3083
7911	192	1228	1665
7826	162	994	3386
2899	162	4705	2895
2974	129	3738	2405
4406	196	2985	2137
8347	161	3789	1339
3343	54	10412	710
7481	135	1892	3395
4705	135	4823	1245
744	173	417	3502
2028	161	2868	160
7481	225	4164	1248
7774	161	3605	2091
4164	227	7481	515
10334	223	4406	205
4705	5	5719	1980
2679	80	4164	3851
8878	129	3676	1895
873	5	821	1627
1942	228	9663	737
5083	173	5644	1628
4164	72	8943	1743
1417	195	417	2144
3676	45	4406	745
7336	161	3931	431
4786	204	2329	2482
4225	73	8170	208
1965	80	4164	3584
9416	228	6268	1337
4376	114	5284	77
4164	162	8943	3540
6014	135	1690	962
2301	73	4245	3663
1228	135	9345	3866
306	192	1417	1138
7401	21	255	1301
5083	126	6210	1806
6311	135	1965	3768
5083	173	5644	3680
1408	241	6214	2434
3343	80	2899	116
7491	195	4164	664
2679	162	3343	1273
7322	80	6336	313
4164	126	4823	3127
8952	161	4164	3376
7160	80	9488	3614
5338	150	2290	1160
2541	195	3738	591
873	161	7144	380
959	58	5083	1515
6014	161	4406	612
10037	80	4164	451
2506	223	4778	1031
2781	105	4164	1649
5083	5	7591	822
8943	195	7481	417
8943	81	7481	2167
8150	161	443	192
1220	161	2736	3102
3789	162	5549	1316
2679	72	7219	3775
3879	161	7292	3902
4560	81	3152	1206
3714	168	1417	3254
8935	192	4792	2373
5644	195	5083	3555
8943	162	4164	1382
4245	126	4660	2643
5549	210	7144	837
4406	45	4695	1973
1892	81	7738	1768
1320	161	3457	2973
6083	122	7271	3658
4692	162	7805	1297
4366	161	2787	849
3789	54	7144	3365
6665	228	876	31
3789	126	7481	1280
4823	118	4164	3416
8347	162	5716	3659
1672	162	67	997
7805	154	6336	940
2349	80	4164	134
7805	161	1150	1563
8247	187	7401	446
3782	54	7292	3165
4712	80	7160	1685
1892	72	7144	2166
8172	54	5407	3107
8289	126	4560	1419
4737	195	4331	3059
206	161	7539	439
7996	168	6646	2061
728	85	6555	2838
3346	161	2720	2446
7144	223	6336	3051
4660	162	6336	3568
3927	27	5730	3646
3948	161	4596	2956
8347	80	3552	766
6352	162	8692	1528
7783	161	5083	1992
7481	162	4164	3855
4164	135	10411	3053
5914	228	6225	275
7805	80	2781	3818
980	126	7937	2815
5535	161	1150	2200
2206	161	4841	1696
8086	161	7726	1434
8943	135	4533	128
4164	126	2781	3841
2899	228	5034	2672
7330	173	4164	1914
3973	162	1583	3541
6260	195	9093	768
446	126	8943	396
4164	81	8943	650
1199	161	4164	440
5083	224	5644	2359
5729	8	6660	3278
7539	161	4406	1753
5543	162	679	1376
5083	5	5644	2851
4164	162	7481	854
2679	161	4164	3555
5083	21	9614	3180
1373	195	1417	2784
2170	161	4164	329
7481	135	1892	3392
4900	161	7738	2458
5260	161	3972	2162
8347	162	1527	545
5644	126	5083	3504
245	9	3738	2348
5070	80	7800	3568
7805	162	1807	46
7481	162	8943	3576
1892	67	2985	3597
6905	126	9443	2964
4164	223	2290	2448
7354	126	7481	776
3457	135	2679	3792
3714	129	1417	2554
8417	161	10365	607
7774	54	417	3831
2290	150	7144	25
6435	162	360	1973
4164	45	4705	2687
6119	80	4968	688
9360	161	4164	370
8943	106	5558	3805
9889	228	1792	121
5083	5	5644	1952
4580	73	2985	1311
4164	135	2570	1204
7481	135	3789	1362
2014	195	4164	807
9614	5	5644	1045
4406	45	4695	2081
1608	197	417	3363
4660	135	8435	1128
4537	161	3494	3040
6584	161	7144	3024
4823	45	4164	667
